id,data,siglaOrgao,proposicaoObjeto,descricao,aprovacao
2236775-39,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-196/2020 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2321287-11,2022-05-18,PLEN,REQ 672/2022,Aprovado o Requerimento.,1.0
1301482-100,2022-05-18,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 1252/2021, por ter sido aprovado o REQ 1049/2021 que está apensado ao primeiro.",1.0
2282825-8,2022-05-18,PLEN,REQ 1049/2021,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0
2313737-37,2022-05-18,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (Podemos-MG).",1.0
2312948-22,2022-05-18,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 18/2022, por ter sido aprovado o REQ 804/2022 que está apensado ao primeiro.",1.0
2312948-21,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PLP-211/2021 à CME (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2312948-20,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PLP-211/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2312948-19,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PLP-211/2021 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2312948-18,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PLP-211/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2323914-9,2022-05-18,PLEN,REQ 804/2022,Aprovado o Requerimento.,1.0
2313737-35,2022-05-18,PLEN,,"Aprovada a Medida Provisória nº 1.092, de 2021.",1.0
2313737-33,2022-05-18,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
2313777-39,2022-05-18,PLEN,,"Aprovada a Redação Final assinada pelo Relator, Dep. Fred Costa (Patriotas-MG).",1.0
2313777-37,2022-05-18,PLEN,,"Aprovada a Medida Provisória nº 1.097, de 2022.",1.0
2313777-35,2022-05-18,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião pelo não atendimento dos pressupostos constitucionais de relevância e urgência e pela inadequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
2313777-34,2022-05-18,PLEN,,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.",1.0
534328-167,2022-05-18,PLEN,,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 3.179, de 2012, adotada pela Relatora da Comissão Especial, ressalvados os destaques. Sim: 264; não: 144; abstenção: 2; total: 410.",1.0
534328-165,2022-05-18,PLEN,,Rejeitado o Requerimento.,0.0
534328-155,2022-05-18,PLEN,,Rejeitado o Requerimento. Sim: 47; não: 275; abstenção: 2; total: 324.,0.0
534328-145,2022-05-18,PLEN,,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 2401/2019, por ter sido aprovado o REQ 1952/2020 que está apensado ao primeiro.",1.0
534328-144,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CSSF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
534328-143,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
534328-142,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
534328-141,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
534328-140,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CDHM (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
534328-139,2022-05-18,SECAP(SGM),,"Realizar o encaminhamento do PL-3179/2012 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0
2258716-15,2022-05-18,PLEN,REQ 1952/2020,Aprovado o Requerimento. Sim: 290; não: 144; abstenção: 1; total: 435.,1.0
2207066-49,2022-05-18,CSSF,,"Aprovado o Parecer, contra os votos dos Deputados Jorge Solla, Vivi Reis e Jandira Feghali.",1.0
2323377-2,2022-05-18,CEXMEC,,Aprovado.,1.0
2323376-2,2022-05-18,CEXMEC,REQ 9/2022 CEXMEC,Aprovado.,1.0
2323374-2,2022-05-18,CEXMEC,,Aprovado.,1.0
2286134-28,2022-05-18,CTUR,,Aprovado o Parecer.,1.0
2265296-30,2022-05-18,CMULHER,,Aprovado o Parecer com Complementação de Voto.,1.0
2238471-24,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2323363-2,2022-05-18,CTUR,REQ 12/2022 CTUR,Aprovado.,1.0
2297398-27,2022-05-18,CMULHER,,Aprovado o Parecer.,1.0
2286088-23,2022-05-18,CCULT,,Aprovado o Parecer.,1.0
2323270-2,2022-05-18,CMULHER,REQ 9/2022 CMULHER,Aprovado.,1.0
2323254-2,2022-05-18,CMULHER,REQ 8/2022 CMULHER,Aprovado.,1.0
2281210-27,2022-05-18,CCULT,,Aprovado o Parecer.,1.0
2323215-3,2022-05-18,CMULHER,REQ 7/2022 CMULHER,Aprovado.,1.0
2323190-2,2022-05-18,CINDRA,REQ 9/2022 CINDRA,Aprovado.,1.0
2323235-2,2022-05-18,CINDRA,REQ 10/2022 CINDRA,Aprovado.,1.0
2323188-2,2022-05-18,CINDRA,REQ 7/2022 CINDRA,Aprovado.,1.0
2322357-3,2022-05-18,CMULHER,REQ 4/2022 CMULHER,Aprovado.,1.0
2323317-2,2022-05-18,CDHM,REQ 34/2022 CDHM,"Aprovado. Submetido à votação nominal, o requerimento foi aprovado.",1.0
2322586-3,2022-05-18,CMULHER,REQ 6/2022 CMULHER,Aprovado com alterações. Alterações: convertido em convite e a reunião acontecerá em conjunto com a Comissão de Seguridade Social e Família.,1.0
2323189-2,2022-05-18,CINDRA,REQ 8/2022 CINDRA,"Aprovado, com a subscrição do Deputado José Ricardo.",1.0
2322555-2,2022-05-18,CINDRA,REQ 6/2022 CINDRA,"Aprovado, com a subscrição dos Deputados Airton Faleiro, José Ricardo e RRenato Queiróz.",1.0
1195489-54,2022-05-18,CCULT,,Aprovado o Parecer.,1.0
345796-44,2022-05-18,CSSF,,Aprovado o Relatório Final pelo encerramento e arquivamento.,1.0
590924-37,2022-05-18,CSSF,,Aprovado o Relatório Final pelo encerramento e arquivamento.,1.0
590925-31,2022-05-18,CSSF,,Aprovado o Relatório Final pelo encerramento e arquivamento.,1.0
2323367-2,2022-05-18,CCULT,REQ 16/2022 CCULT,Aprovado.,1.0
2323268-2,2022-05-18,CCULT,REQ 15/2022 CCULT,Aprovado.,1.0
2323267-2,2022-05-18,CCULT,REQ 14/2022 CCULT,Aprovado. O Dep. Tadeu Alencar subscreveu o requerimento.,1.0
2323021-2,2022-05-18,CCULT,REQ 13/2022 CCULT,Aprovado.,1.0
2323019-2,2022-05-18,CCULT,REQ 12/2022 CCULT,Aprovado.,1.0
2323362-2,2022-05-18,CINDRA,REQ 12/2022 CINDRA,Aprovado.,1.0
2323272-2,2022-05-18,CINDRA,REQ 11/2022 CINDRA,Aprovado.,1.0
2322287-2,2022-05-18,CINDRA,REQ 5/2022 CINDRA,"Aprovado, com a subscrição dos Deputados José Ricardo e Vivi Reis.  Adendo do autor, convidando representantes do INEEP, FUP, Sindicato dos Petroleiros Estaduais, e Assembléias Estaduais e Distrital. A Deputada Vivi Reis solicitou a inclusão do  SINDPETROS PA / MA / AM.",1.0
2323319-2,2022-05-18,CDHM,REQ 36/2022 CDHM,Aprovado.,1.0
2323314-2,2022-05-18,CDHM,REQ 32/2022 CDHM,Aprovado.,1.0
2323313-2,2022-05-18,CDHM,REQ 31/2022 CDHM,"Aprovado. Subscrito pelo Deputado Carlos Veras. Transformado em Seminário. Incluídos como expositores Antonio Guterres, Secretário Geral da ONU; Silvia Ruks, coordenadora da ONU Brasil; André de Carvalho Ramos e Deise Ventura.",1.0
2323278-2,2022-05-18,CDHM,REQ 28/2022 CDHM,Aprovado.,1.0
2323192-2,2022-05-18,CDHM,REQ 27/2022 CDHM,Aprovado.,1.0
2323318-2,2022-05-18,CDHM,REQ 35/2022 CDHM,"Aprovado. Subscrito pelos Deputados Célio Moura,  Helder Salomão e Pr. Marco Feliciano.",1.0
2323316-2,2022-05-18,CDHM,REQ 33/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão,1.0
2323312-2,2022-05-18,CDHM,REQ 30/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão.,1.0
2323296-2,2022-05-18,CDHM,REQ 29/2022 CDHM,"Aprovado. Subscrito pelos deputados Carlos Veras, Célio Moura e Helder Salomão. Incluído Caio Machado, do Instituto Vero, como expositor.",1.0
2323003-2,2022-05-18,CDHM,REQ 26/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão.,1.0
492123-145,2022-05-18,CMADS,,Aprovado o Parecer com Complementação de Voto.,1.0
2323002-2,2022-05-18,CDHM,REQ 25/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão.,1.0
2323001-2,2022-05-18,CDHM,REQ 24/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão.,1.0
2323000-2,2022-05-18,CDHM,REQ 23/2022 CDHM,Aprovado. Subscrito pelos Deputados Célio Moura e Helder Salomão.,1.0
2322432-2,2022-05-18,CDHM,REQ 22/2022 CDHM,Aprovado.,1.0
2258826-27,2022-05-18,CMULHER,,Aprovado o Parecer.,1.0
2323379-2,2022-05-18,CEXWAIKA,REQ 6/2022 CEXWAIKA,Aprovado.,1.0
2323116-2,2022-05-18,CEXWAIKA,REQ 5/2022 CEXWAIKA,Aprovado.,1.0
2323111-2,2022-05-18,CEXWAIKA,REQ 4/2022 CEXWAIKA,Aprovado.,1.0
2293368-50,2022-05-18,CMULHER,,Aprovado o Parecer.,1.0
2268922-38,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2270826-34,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2306485-22,2022-05-18,CIDOSO,,Aprovado o Parecer.,1.0
2188824-54,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2300170-34,2022-05-18,CIDOSO,,Aprovado o Parecer.,1.0
381236-67,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2323321-3,2022-05-18,CIDOSO,REQ 17/2022 CIDOSO,Aprovado.,1.0
2322791-3,2022-05-18,CIDOSO,REQ 15/2022 CIDOSO,Aprovado.,1.0
2200606-36,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2322380-3,2022-05-18,CIDOSO,REQ 14/2022 CIDOSO,"Aprovado, com subscrição dos deputados Merlong Solano e Vilson da Fetaemg.",1.0
2230247-33,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2217815-54,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2263186-32,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2273333-31,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2302196-25,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2249920-24,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2323283-3,2022-05-18,CCTCI,REQ 20/2022 CCTCI,"Aprovado, com aditamento para inclusão, na relação de convidados, do Sr. Fábio Guedes Gomes, Secretário Executivo da Iniciativa para a Ciência e Tecnologia no Parlamento (ICTP.Br).",1.0
2323248-3,2022-05-18,CCTCI,REQ 19/2022 CCTCI,Aprovado.,1.0
2323168-3,2022-05-18,CFFC,REQ 32/2022 CFFC,Aprovado. Subscreveu o requerimento o Deputado Delegado Pablo.,1.0
2323186-3,2022-05-18,CCTCI,REQ 17/2022 CCTCI,"Aprovado, subscrito pelo Deputado Luis Miranda, com aditamento para transformação da audiência pública em reunião de trabalho e para inclusão, na relação de convidados, de representante da Federação das Associações das Empresas Brasileiras de Tecnologia da Informação (Assespro).",1.0
2146350-61,2022-05-18,CDEICS,,Aprovado o Parecer.,1.0
1028994-40,2022-05-18,CFFC,,Aprovado o Relatório Final.,1.0
2304255-23,2022-05-18,CFFC,,Aprovado o Relatório Prévio.,1.0
2302983-23,2022-05-18,CFFC,,Aprovado o Relatório Prévio.,1.0
2300724-26,2022-05-18,CFFC,,Aprovado o Relatório Prévio.,1.0
2323185-3,2022-05-18,CCTCI,REQ 16/2022 CCTCI,Aprovado.,1.0
2297711-21,2022-05-18,CFFC,,Aprovado o Relatório Prévio.,1.0
2322601-3,2022-05-18,CCTCI,REQ 15/2022 CCTCI,"Aprovado, subscrito pela Deputada Luiza Erundina.",1.0
2323253-2,2022-05-18,CE,REQ 27/2022 CE,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2323161-2,2022-05-18,CE,REQ 26/2022 CE,Aprovado.,1.0
2323159-2,2022-05-18,CE,REQ 25/2022 CE,Aprovado para realização conjunta com o Grupo de Trabalho: Problemas Psicológicos Jovens Brasileiros.,1.0
2323276-3,2022-05-18,CFFC,REQ 36/2022 CFFC,Aprovado.,1.0
2323107-2,2022-05-18,CE,REQ 24/2022 CE,"Aprovado para realização conjunta com a CDHM e com a inclusão do Ministério Público do Trabalho, a pedido da Deputada Lídice da Mata. Subscreveu a Deputada Professora Rosa Neide.",1.0
2323103-2,2022-05-18,CE,REQ 23/2022 CE,"Aprovado, com a inclusão da Andifes e da Afebras, por solicitação dos Deputados Professora Rosa Neide e Tiago Mitraud, respectivamente.",1.0
2323102-2,2022-05-18,CE,REQ 22/2022 CE,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2323007-2,2022-05-18,CE,REQ 21/2022 CE,Aprovado.,1.0
2322538-2,2022-05-18,CE,REQ 20/2022 CE,"Aprovado, com a inclusão do Movimento Livres, por solicitação do Deputado Tiago Mitraud.",1.0
2322537-2,2022-05-18,CE,REQ 19/2022 CE,Aprovado.,1.0
2322345-2,2022-05-18,CE,REQ 18/2022 CE,Aprovado.,1.0
2322295-2,2022-05-18,CE,REQ 17/2022 CE,Aprovado.,1.0
2322105-2,2022-05-18,CE,REQ 16/2022 CE,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2322746-2,2022-05-18,CVT,REQ 11/2022 CVT,Aprovado. Subscrito pela Deputada Jaqueline Cassol.,1.0
2321656-2,2022-05-18,CE,REQ 15/2022 CE,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2321581-2,2022-05-18,CE,REQ 14/2022 CE,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2321326-2,2022-05-18,CE,,Aprovado. Subscreveu a Deputada Professora Rosa Neide.,1.0
2322713-2,2022-05-18,CVT,REQ 10/2022 CVT,Aprovado.,1.0
2323208-3,2022-05-18,CFFC,REQ 33/2022 CFFC,Aprovado. Subscreveram o requerimento os deputado Leo de Brito e Delegado Pablo e Padre João.,1.0
2300083-22,2022-05-18,CVT,,Aprovado o Parecer.,1.0
2283051-27,2022-05-18,CE,,Rejeitado o Requerimento de Retirada de Pauta.,0.0
2323234-3,2022-05-18,CFFC,REQ 35/2022 CFFC,"Aprovado, transformando a convocação em convite. Subscreveram o requerimento os deputados Aluisio Mendes, Delegado Pablo e Padre João.",1.0
2295252-36,2022-05-18,CSSF,,Aprovado o Parecer.,1.0
2296017-26,2022-05-18,CME,,Rejeitado o Requerimento de Retirada de Pauta do Deputado Padre João.,0.0
2210109-48,2022-05-18,CDEICS,,Aprovado o Parecer.,1.0
2270535-28,2022-05-18,CAPADR,,Aprovado o Parecer.,1.0
2277849-24,2022-05-18,CVT,,Aprovado o Parecer.,1.0
2323251-2,2022-05-18,CSSF,,"Aprovado, com subscrição dos Deputados Flávia Morais, Jorge Solla, Ossesio Silva, Daniela do Waguinho e Dulce Miranda.",1.0
2323243-2,2022-05-18,CSSF,REQ 64/2022 CSSF,"Aprovado, com subscrição dos Deputados Flávia Morais, Dr. Zacharias Calil e Jorge Solla.",1.0
2323070-4,2022-05-18,CSSF,REQ 57/2022 CSSF,"Aprovado requerimento n. 63/2022 do Sr. Felício Laterça que requer o aditamento ao requerimento nº 57/2022, para inclusão de convidado na realização de audiência pública.",1.0
2323242-2,2022-05-18,CSSF,REQ 63/2022 CSSF,Aprovado.,1.0
2323241-2,2022-05-18,CSSF,REQ 62/2022 CSSF,"Aprovado, com subscrição dos Deputados Dr. Zacharias Calil e Chris Tonietto.",1.0
2323218-2,2022-05-18,CSSF,REQ 61/2022 CSSF,"Aprovado, com subscrição das Deputadas Flávia Morais e  Alice Portugal.",1.0
2323217-2,2022-05-18,CSSF,,"Aprovado, com subscrição dos Deputados Flávia Morais, Dr. Zacharias Calil, Jorge Solla, Ossesio Silva, Dulce Miranda, Jandira Feghali e Carla Dickson.",1.0
2323135-3,2022-05-18,CSSF,REQ 59/2022 CSSF,"Aprovado, com subscrição dos Deputados Flávia Morais, Dr. Zacharias Calil, Jorge Solla e Daniela do Waguinho.",1.0
2323125-2,2022-05-18,CSSF,REQ 58/2022 CSSF,"Aprovado, com subscrição dos Deputados Flávia Morais e Ossesio Silva.",1.0
2323070-3,2022-05-18,CSSF,REQ 57/2022 CSSF,Aprovado.,1.0
2323069-2,2022-05-18,CSSF,REQ 56/2022 CSSF,"Aprovado, com a inclusão de representante da Associação Brasileira de Redes de Farmácias e Drogarias (Abrafarma), apresentada pelos Deputados Adriana Ventura,  Felício Laterça e Dr. Luiz Ovando. Aprovada a inclusão de representante do Conselho Federal de Farmácia, apresentada pelos Deputados Alice Portugal, Felício Laterça e Dr. Luiz Ovando. Aprovada a inclusão de representante da Associação Brasileira do Comércio Farmacêutico (ABCFARMA), apresentada pelos Deputados Dr. Zacharias Calil, Felício Laterça e Dr. Luiz Ovando.",1.0
2323066-3,2022-05-18,CFFC,REQ 30/2022 CFFC,"Aprovado, com adendo de inclusão dos seguintes participantes: Sr. André Farrah, Presidente da Agência de Desenvolvimento Econômico Social do Caparaó / ADESC e Sr. João Lúcio Magalhães Bifano, Deputado Estadual da Assembléia Legislativa de Minas Gerais.  Subscreveu o requerimento o deputado Leo de Brito.",1.0
2322836-2,2022-05-18,CSSF,REQ 54/2022 CSSF,"Aprovado, com subscrição dos Deputados Flávia Morais, Jorge Solla e Alice Portugal.",1.0
2322630-2,2022-05-18,CSSF,REQ 53/2022 CSSF,"Aprovado, com subscrição dos Deputados Flávia Morais, Dr. Zacharias Calil, Jorge Solla e Alice Portugal.",1.0
2322509-2,2022-05-18,CSSF,REQ 51/2022 CSSF,"Aprovado, com subscrição dos Deputados Jorge Solla, Daniela do Waguinho e Dulce Miranda.",1.0
2322316-2,2022-05-18,CSSF,REQ 50/2022 CSSF,"Aprovado, com subscrição dos Deputados Jorge Solla e Vivi Reis.",1.0
2321506-2,2022-05-18,CSSF,REQ 37/2022 CSSF,"Aprovado, com a inclusão, apresentada pela Deputada Daniela do Waguinho, de Vilson Antonio Romero, presidente da Associação Nacional dos Auditores Fiscais da Receita Federal do Brasil (ANFIP), como convidado da audiência pública.",1.0
2323065-2,2022-05-18,CFFC,REQ 29/2022 CFFC,Aprovado. Subscreveu o requerimento o deputado Leo de Brito.,1.0
2187403-46,2022-05-18,CVT,,"Aprovado o Parecer, apresentou voto em separado o Deputado Bosco Costa. 
O Deputado Bosco Costa retirou seu voto em separado.
Discutiu a matéria o Deputado Hugo Leal.",1.0
2322342-3,2022-05-18,CFFC,REQ 26/2022 CFFC,Aprovado. Subscreveu o requerimento o deputado Leo de Brito,1.0
2322341-3,2022-05-18,CFFC,REQ 25/2022 CFFC,"Aprovado, transformando a convocação em convite. Subscreveram o requerimento os Deputados Aluisio Mendes, Elias Vaz e Victor Mendes. Por acordo, a reunião de comparecimento do Ministro foi marcada para o dia seis de julho de dois mil e vinte e dois.",1.0
2323252-2,2022-05-18,CME,REQ 25/2022 CME,Aprovado.,1.0
2323165-2,2022-05-18,CME,,Aprovado.,1.0
2323271-2,2022-05-18,CAPADR,REQ 25/2022 CAPADR,"Aprovado com inclusão de convite para a OCB, Contraf, Contag e Unicopas (União Nacional das Organizações Cooperativistas Solidárias). Subscrito pelos Deputados Marcon, Pedro Uczai, João Daniel, Zé Silva e José Mario Schreiner.",1.0
2323163-2,2022-05-18,CME,REQ 23/2022 CME,Aprovado. Aditado para inclusão de representante das distribuidoras. Subscrito pelo Deputado Padre João.,1.0
2323041-4,2022-05-18,CDEICS,REQ 8/2022 CDEICS,Aprovado.,1.0
2322340-3,2022-05-18,CFFC,REQ 24/2022 CFFC,Aprovado.,1.0
2176088-56,2022-05-18,CCJC,,Aprovado o Parecer.,1.0
2322339-3,2022-05-18,CFFC,REQ 23/2022 CFFC,"Foi aprovado o referido requerimento, com aditamento do nome do Ministro da Infraestrutura, Sr. Marcelo Sampaio.",1.0
2323142-2,2022-05-18,CME,REQ 22/2022 CME,Aprovado.,1.0
2322337-3,2022-05-18,CFFC,REQ 22/2022 CFFC,Aprovado.,1.0
2323158-2,2022-05-18,CAPADR,REQ 24/2022 CAPADR,"Aprovado com inclusão de convite para a ABRA (Associação Brasileira da Reforma Agrária), Contag, Presidente do Incra, Sindicato dos Funcionários do Incra e Superintendente do Incra/PR.
Subscrito pelos Deputados Marcon, Aline Sleutjes, Domingos Sávio, Evair Vieira de Melo, Mara Rocha, Emidinho Madeira, Zé Silva, Valmir Assunção e Pedro Lupion.",1.0
2305154-35,2022-05-18,CVT,,Aprovado o Parecer.,1.0
2323132-2,2022-05-18,CME,REQ 21/2022 CME,"Aprovado, contra o voto do Deputado Arnaldo Jardim. Subscrito pelo Deputado Padre João. Aditado para inclusão na lista de convidados do presidente do IPEA, do diretor de energia da ABRACE, do presidente executivo da ABRACEEL, do presidente da ABRADEE e de representante do Ministério da Economia, por sugestão do Deputado Paulo Ganime.",1.0
2323232-3,2022-05-18,CFFC,REQ 34/2022 CFFC,"Aprovado, transformando a convocação em convite. Por acordo, a referida reunião foi marcada para o dia primeiro de junho de dois mil e vinte e dois.",1.0
2305135-46,2022-05-18,CVT,,Aprovado o Parecer.,1.0
2207066-43,2022-05-18,CSSF,,"Rejeitado o Requerimento de Retirada de Pauta, apresentado pelo Deputado Jorge Solla.",0.0
2323037-2,2022-05-18,CME,REQ 20/2022 CME,"Aprovado. Substituído o termo ""convocação"" por ""convite"". Subscrito pelos Deputados Padre João, Christino Áureo, Arnaldo Jardim e Benes Leocádio.",1.0
2322335-3,2022-05-18,CFFC,REQ 20/2022 CFFC,Aprovado. Subscreveu o referido requerimento o Deputado Leo de Brito.,1.0
2323119-2,2022-05-18,CVT,REQ 12/2022 CVT,Aprovado. Subscrito pela Deputada Christiane de Souza Yared.,1.0
2295059-19,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2295058-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2293597-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2293593-19,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2293455-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2292071-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2290617-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2290439-19,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2283173-18,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2250274-19,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2247188-21,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2242986-21,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2242964-20,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2242898-21,2022-05-18,CCTCI,,Aprovado o Parecer.,1.0
2321300-3,2022-05-18,CFFC,REQ 19/2022 CFFC,Aprovado.,1.0
2264953-64,2022-05-18,CMADS,,Aprovado o Parecer.,1.0
2323064-3,2022-05-18,CFFC,REQ 28/2022 CFFC,"Aprovado, transformando a convocação em convite, com adendo de inclusão do Presidente da PETROBRAS, Sr. José Mauro Ferreira Coelho. Por acordo, a reunião de comparecimento do Ministro foi marcada para o dia vinte e dois de junho de dois mil e vinte e dois.",1.0
2323170-2,2022-05-18,CVT,REQ 13/2022 CVT,Aprovado com alteração: de audiência pública para seminário. Subscrito pelo Deputado Paulo Guedes.,1.0
2323128-2,2022-05-18,CAPADR,REQ 23/2022 CAPADR,"Aprovado com inclusão de convite para a OCB, Contag e Fetraf Brasil. Subscrito pelos Deputados Cristiano Vale, Aline Sleutjes, Domingos Sávio, Airton Faleiro e Marcon.",1.0
2322966-2,2022-05-18,CME,REQ 18/2022 CME,"Aprovado. Subscrito pelos Deputados Padre João, Christino Áureo, Arnaldo Jardim e Benes Leocádio.",1.0
2323127-2,2022-05-18,CAPADR,REQ 22/2022 CAPADR,Aprovado com subscrição dos Deputados Cristiano Vale e Marcon.,1.0
2323008-2,2022-05-18,CAPADR,REQ 21/2022 CAPADR,Aprovado com subscrição dos Deputados Marcon e Vilson da Fetaemg.,1.0
2264953-63,2022-05-18,CMADS,,"Rejeitado o Requerimento de Adiamento de Discussão, por 05 sessões, em Votação Nominal com o seguinte resultado: 5 SIM;  7 NÃO, 0 ABSTENÇÃO; TOTAL 12 VOTOS.",1.0
2322468-2,2022-05-18,CAPADR,REQ 20/2022 CAPADR,"Aprovado com inclusão de convite para a Federação Única dos Petroleiros, Instituto Brasileiro de Petróleo e Gás e Instituto de Estudos Estratégicos de Petróleo, Gás Natural e Biocombustíveis.
Subscrito pelos Deputados Vilson da Fetaemg, Emidinho Madeira, Marcon, Evair Vieira de Melo, Airton Faleiro e João Daniel.",1.0
2323275-2,2022-05-18,CVT,REQ 14/2022 CVT,Aprovado.,1.0
2322692-2,2022-05-18,CVT,REQ 9/2022 CVT,Aprovado.,1.0
2322207-3,2022-05-18,CAPADR,REQ 17/2022 CAPADR,"Aprovado com inclusão de convite para a CNA, Contag e Contraf Brasil.",1.0
2322642-2,2022-05-18,CVT,REQ 8/2022 CVT,Aprovado.,1.0
2322940-2,2022-05-18,CME,REQ 17/2022 CME,"Aprovado. Subscrito pelos Deputados Padre João, Joaquim Passarinho e Jesus Sérgio. Aditado para inclusão do Presidente do IDEC, por sugestão do Deputado Paulo Ganime.",1.0
2322602-2,2022-05-18,CME,REQ 15/2022 CME,Aprovado.,1.0
607593-68,2022-05-18,CCJC,,Aprovado o Parecer.,1.0
2187302-46,2022-05-18,CMADS,,Aprovado o Parecer.,1.0
2323245-2,2022-05-18,CMADS,REQ 23/2022 CMADS,Aprovado.,1.0
2323147-3,2022-05-18,CMADS,,"Aprovado com a solicitação do Deputado Nilto Tatto para inclusão dos seguintes convidados: Representante do FORMAD; Representante do ""Movimento Mato Grosso na Amazônia é Legal""; Representante da UFMT e Representante da UNEMAT.",1.0
2323033-2,2022-05-18,CMADS,REQ 21/2022 CMADS,Aprovado com a solicitação do Deputado Nilto Tatto para inclusão de Representante do INESP.,1.0
2322826-2,2022-05-18,CMADS,REQ 19/2022 CMADS,Aprovado.,1.0
2323032-2,2022-05-18,CMADS,REQ 20/2022 CMADS,Aprovado.,1.0
2322744-2,2022-05-18,CMADS,REQ 18/2022 CMADS,Aprovado.,1.0
